word,rating,tag,neighbours,photos
speechlessness,2.5,middle,"['whispered', 'wept', 'crying']","['51977224278_3746467e2f_c.jpg', '51091869779_0f00bf36dd_c.jpg', '8708176631_3383fe4ac2_c.jpg', '467801831_c760a16f74_c.jpg', '1192515269_e6537aa55c_c.jpg', '37280562576_720fdaa733_c.jpg', '49902434242_da1d71069f_c.jpg', '51597791574_bc847e9670_c.jpg', '51406704734_53d86bcc4e_c.jpg', '2322044334_d8c69bb64d_c.jpg', '4147184845_75045d25ed_c.jpg', '6054713889_7f13de9a93_c.jpg']"
signaler,3.76,middle,"['signalman', 'turn signal', 'transmitter']","['23702673976_89d8e8e9db_c.jpg', '49734401196_09ffa54a85_c.jpg', '897664368_eb9175db0d_c.jpg', '650874685_ffac031120_c.jpg', '46227495925_c0a75b2f68_c.jpg', '27724662934_31cfc69955_c.jpg', '52471880062_7385f6af06_c.jpg', '51852084400_68e27683a7_c.jpg', '52527893754_b46f2846af_c.jpg', '281994970_4dd9ffa80f_c.jpg', '305888333_b1029f3d4f_c.jpg', '4602282669_c4bc82f75b_c.jpg']"
commoner,3.79,middle,"['villager', 'parishioner', 'servant']","['22878095805_1a8f04f721_c.jpg', '9159870205_85e6df97bb_c.jpg', '32561402176_5ed4f79053_c.jpg', '4763483224_45d3fce77f_c.jpg', '50890459133_27c467ae4d_c.jpg', '14166141893_6529c1cbbd_c.jpg', '50638989776_8cf2527544_c.jpg', '48374961291_8ccf1e29b7_c.jpg', '27150376074_65ed7153fe_c.jpg', '27688218401_1ba5c6c32b_c.jpg', '27150392214_baede8ba25_c.jpg', '27151430123_bbbec4dbaf_c.jpg']"
sinister,2.38,middle,"['dark', 'venom', 'curser']","['50137320947_7baab9fe20_c.jpg', '8214023172_3db05f6f7b_c.jpg', '4033292123_57d1282941_c.jpg', '2056444036_fc51afa82b_c.jpg', '3434302659_1d1e2c570d_c.jpg', '27537358626_235da5ec49_c.jpg', '3203288562_63e0750924_c.jpg', '3310703558_54892bc316_c.jpg']"
atmosphere,3.04,middle,"['air', 'aerosol', 'sky']","['29010101116_23383c2275_c.jpg', '14933705782_830284db85_c.jpg', '3028850566_d8ef73a202_c.jpg', '10241705474_6f8ee9f2cf_c.jpg', '52977529896_ae8d56fb95_c.jpg', '7141589739_a91a7d3f69_c.jpg', '8244435934_87c91a0237_c.jpg', '25145185078_29983f419f_c.jpg', '32680817005_0139d0bc16_c.jpg', '9581144080_3613848798_c.jpg', '31709178780_34becbc38f_c.jpg', '14473561447_b59017b14f_c.jpg']"
forage,3.12,middle,"['herbivore', 'weed', 'crop']","['3866599533_42f3f30a22_c.jpg', '3888952747_cd8db97d62_c.jpg', '6830003068_b4e48cec9c_c.jpg', '35435577391_699906152a_c.jpg', '52886063715_b64e90d6a7_c.jpg', '36253354821_e16305959f_c.jpg', '14209742881_74d54fce37_c.jpg', '14189900006_a93f037964_c.jpg']"
transcription,3.32,middle,"['transcript', 'chromosome', 'transcriber']","['31494293847_1809721582_c.jpg', '53140805349_5780560713_c.jpg', '35108985851_3bdd38a337_c.jpg', '6842298171_b3c96f1ea7_c.jpg', '529617579_9a00424ac3_c.jpg', '50033296312_595abfdcf4_c.jpg', '5869370229_327af7c147_c.jpg', '52188113233_25e81e0c96_c.jpg', '2876465443_04afe50df2_c.jpg']"
poetry,3.5,middle,"['poem', 'poet', 'written']","['50886532547_bf122df39f_c.jpg', '51008041907_7df7bea23b_c.jpg', '52274856206_102845d74e_c.jpg', '2111509182_3948308fe5_c.jpg', '24925109421_bff345ebc0_c.jpg', '8641302642_baabb8f577_c.jpg', '23403088464_e9a5dc415a_c.jpg', '5895522883_f365b42a11_c.jpg', '7068806569_1d13eeb8e9_c.jpg', '15506414828_412c0b0aae_c.jpg', '24984592357_9c168c007f_c.jpg', '27401455175_d342d03d64_c.jpg']"
handiness,2.27,middle,"['hand', 'handclap', 'handgrip']","['3946641528_7c86f47769_c.jpg', '7138822379_c9941a8b5d_c.jpg', '27563116172_28b2334873_c.jpg', '29939228640_cf21c93143_c.jpg', '5860961260_24d0fb5083_c.jpg', '11168244273_162850780f_c.jpg', '5371332094_1f408a5523_c.jpg', '2677105729_23507df057_c.jpg', '25626168582_414ac80fc7_c.jpg', '38374181664_b295bfc393_c.jpg', '51696832494_fdba30ff39_c.jpg']"
unglue,2.81,middle,"['unshelled', 'unbuttoned', 'peel off']","['19156390920_51b8a53b31_c.jpg', '52109033277_f2634c54f7_c.jpg', '50885997402_18b1ef3b04_c.jpg', '51863533113_97e323d519_c.jpg', '242441690_12807cd4b1_c.jpg', '20411818912_80355648f4_c.jpg', '15328750944_9de691a4db_c.jpg', '38800563562_db460a3e69_c.jpg', '28151833811_d93fed1864_c.jpg', '51959961423_2a09eee111_c.jpg', '32364749511_f7102b31ae_c.jpg', '38891865595_057a9bfd88_c.jpg']"
bloodthirstiness,2.04,middle,"['blood', 'bloodhound', 'bloodstained']","['2922425816_1241ee8d13_c.jpg', '22597849113_2611c5827b_c.jpg', '4997549749_cd90477667_c.jpg', '16516456707_55fb5a1460_c.jpg', '16730385045_6a3bb0d368_c.jpg', '16784151681_d0b0f97fcb_c.jpg', '16797362675_a8ae94285f_c.jpg', '17988904529_ebdedb8bc1_c.jpg', '2412560667_80d511672a_c.jpg', '48304947626_b49783dc8f_c.jpg']"
tearless,2.83,middle,"['tear', 'eyeless', 'wept']","['6575697257_9dcec721c8_c.jpg', '36562800532_7811e85bc6_c.jpg', '337759685_b415b39989_c.jpg', '4186600030_15dccd4424_c.jpg', '1192515269_e6537aa55c_c.jpg', '37280562576_720fdaa733_c.jpg', '49902434242_da1d71069f_c.jpg', '51597791574_bc847e9670_c.jpg']"
barrenness,2.47,middle,"['grassless', 'seedless', 'landscape']","['50842089887_99bbd21d25_c.jpg', '45727831804_7e6a608be7_c.jpg', '49335749867_2129c8edde_c.jpg', '4607238136_7d1f3e7900_c.jpg', '51850969462_818e879fbe_c.jpg', '50562701566_10e1467b32_c.jpg', '22215721055_d1c200de4c_c.jpg', '29359326241_5ed224227d_c.jpg', '9534473273_7f5dee7ea9_c.jpg', '17898720712_706d66a9d6_c.jpg']"
intervention,2.85,middle,"['moderator', 'emergency exit', 'safety net']","['4438948051_e8cfe02a1b_c.jpg', '3252238577_d34257c6e9_c.jpg', '4439732084_6ed2e7b2bb_c.jpg', '4438962385_cc80089c48_c.jpg', '52042127089_4bc1067783_c.jpg', '52121628564_90bfc05a74_c.jpg', '50619936946_4632361636_c.jpg', '52595494942_f156c27cf9_c.jpg', '49944699512_fcd1bdafd3_c.jpg', '51301576923_f914bd4a2a_c.jpg', '39731509980_0c31c969df_c.jpg', '52335266621_179d4e21db_c.jpg']"
overexert,2.19,middle,"['overbite', 'overhang', 'undercooked']","['16856385979_3fb5ca02dd_c.jpg', '16422458943_6ea0153300_c.jpg', '18375266_9f74a9ba01_c.jpg', '44523614470_19504797c1_c.jpg', '51728375415_81abeb0180_c.jpg', '51727487691_20c9e9a5c9_c.jpg', '51727736473_30022072ff_c.jpg', '51727487656_f55ebc3c91_c.jpg', '45036316_411ba9a544_c.jpg', '43569163685_585ddb3236_c.jpg', '8122501144_beff2280f9_c.jpg', '5491046508_f61e544577_c.jpg']"
dilapidate,3.2,middle,"['dill', 'deodorizer', 'dehydrator']","['50970363411_66a00cacbc_c.jpg', '22730797541_c89292ab0b_c.jpg', '51633684431_fd368fede7_c.jpg', '50420423837_78020d81cb_c.jpg', '1931668188_2591e5c9af_c.jpg', '17268533845_d7b40276e4_c.jpg', '6838912479_eb28655b5f_c.jpg', '23778868714_a6787e396b_c.jpg', '50850913866_4e21595e08_c.jpg', '8003667947_ba6e8e2a8f_c.jpg', '22701233594_825367c9c9_c.jpg']"
warfare,3.03,middle,"['battlefield', 'weapon', 'battleground']","['16766299368_a528d443dd_c.jpg', '19957287473_5db0f7f2a7_c.jpg', '43808669542_9638b03ec5_c.jpg', '2795379467_74c77933ed_c.jpg', '50112782156_e6fbbd1ea2_c.jpg', '630203269_054232ae98_c.jpg', '6160103268_694c0cc21f_c.jpg', '45145828062_4db071465c_c.jpg', '50278058761_9d9597b232_c.jpg', '6584464897_6d1991a4d5_c.jpg']"
cloudlessness,3.37,middle,"['cloud', 'dust cloud', 'skies']","['8966548467_312f2ed006_c.jpg', '25975894365_18bef6ef92_c.jpg', '2807971606_cfa2a3d3a2_c.jpg', '22671658937_8953aa3b3e_c.jpg', '32058941746_cccfbbc7e6_c.jpg', '2775615999_31a8b00b1c_c.jpg', '19602178605_de4210e6d7_c.jpg', '22462446465_1c75cfdd24_c.jpg', '32680817005_0139d0bc16_c.jpg', '9581144080_3613848798_c.jpg', '31709178780_34becbc38f_c.jpg', '14473561447_b59017b14f_c.jpg']"
conviction,2.07,middle,"['convict', 'prosecutor', 'courtroom']","['289983634_6cb2ac7165_c.jpg', '4763434376_a087c60ae8_c.jpg', '83410838_e88e78ebd5_c.jpg', '3627920514_710436ff9a_c.jpg', '51782209582_49063a4a91_c.jpg', '4565419831_244c14ec1a_c.jpg', '3749678232_c05374601e_c.jpg', '4565419883_23529cbe85_c.jpg', '2441513887_55d947408e_c.jpg', '4312159033_6b1c4ce360_c.jpg', '2585203644_8d147075f8_c.jpg', '2109506984_5e9a02a6b1_c.jpg']"
reintroduction,2.03,middle,"['incubator', 'refold', 'foxtrot']","['20829785921_c980b97ea9_c.jpg', '4294373636_0195287447_c.jpg', '211285435_96fff76b14_c.jpg', '2211068370_65d7cfc17b_c.jpg', '6488335061_693f68457e_c.jpg', '27370733925_d41ae60a8c_c.jpg', '26180350138_696f5a9324_c.jpg', '26763152354_59195920b8_c.jpg', '3642451847_c5b0d3c5b7_c.jpg', '28079790439_e3a315cd7c_c.jpg', '6787027545_e8587f770d_c.jpg', '6842728500_7232774229_c.jpg']"
sis,3.75,middle,"['sassafras', 'scarlet', 'slacks']","['51230532403_59aee2c1ee_c.jpg', '48492872986_1cd026af08_c.jpg', '52753454678_101460e71c_c.jpg', '52555685793_c4d2417296_c.jpg', '2474454976_74999261ef_c.jpg', '6343735174_fbbdcdf147_c.jpg', '510012889_5f735b9587_c.jpg', '509990242_56b8cf6970_c.jpg', '11894679494_eed89913da_c.jpg', '32932494747_760f6f641f_c.jpg', '30205067947_59b8cc2f8c_c.jpg', '3816973566_1649c19100_c.jpg']"
raspy,3.03,middle,"['raspberry', 'snort', 'spiky']","['14639982503_b128dd206d_c.jpg', '3775411488_3be1c8cfa5_c.jpg', '7149704201_d3c578b248_c.jpg', '15329562273_3991a0a378_c.jpg', '49550274736_ee2d247a75_c.jpg', '1302218_69190dd284_c.jpg', '50636763346_c299894cb0_c.jpg', '50636232268_d91b9d79fa_c.jpg', '50096328236_1f6087c20c_c.jpg', '50634711106_e290e36807_c.jpg']"
diatribe,2.96,middle,"['briefs', 'diarrhea', 'cupbearer']","['27646762464_bdc9319c1d_c.jpg', '14696580644_4054ac7063_c.jpg', '3715477199_0e0bbcb088_c.jpg', '24565032872_9cedfab13c_c.jpg', '49219205486_f44d643b0f_c.jpg', '39885154734_ca8562ace0_c.jpg', '29778683972_0d9a9f0608_c.jpg']"
continuity,2.03,middle,"['lining', 'loop', 'frame']","['15220187962_c4eaec87f5_c.jpg', '50818069817_5b9dd2ca54_c.jpg', '42080888040_2ec1fc2f88_c.jpg', '51690668934_c7c61578e9_c.jpg', '6101026548_652abbf700_c.jpg', '49648085178_4aa71054c6_c.jpg', '4035092039_6c3e404ff3_c.jpg', '52374205499_e31165d201_c.jpg', '52516134105_7158ee6f1d_c.jpg', '52179570252_d3099263f2_c.jpg', '4005229802_f068578e38_c.jpg']"
commission,3.04,middle,"['committee', 'bureau', 'certificate']","['8654901313_12673f903d_c.jpg', '3298557715_e621c3d227_c.jpg', '8654901373_f7910bce6a_c.jpg', '3057110204_8f462ea2d5_c.jpg', '5149093630_da5f0909af_c.jpg', '2399520486_49df215575_c.jpg', '8500226902_e3d41dac47_c.jpg', '40834618033_829f71180b_c.jpg', '5322658715_9809657297_c.jpg', '51932492414_f5bd868302_c.jpg']"
dismember,3.0,middle,"['dike', 'peel off', 'decapitation']","['52760542164_dd38150000_c.jpg', '50831484731_19792e9e80_c.jpg', '24713063417_864a11c144_c.jpg', '28151833811_d93fed1864_c.jpg', '51959961423_2a09eee111_c.jpg', '32364749511_f7102b31ae_c.jpg', '38891865595_057a9bfd88_c.jpg', '37166765965_c147442b16_c.jpg', '36352627333_0d118a6523_c.jpg', '26961402012_9face0ed2f_c.jpg', '26450332324_db1a84d779_c.jpg']"
monarchial,2.43,middle,"['monarch', 'throne', 'king']","['44195621461_ec1b37095e_c.jpg', '39098546135_1421f5914c_c.jpg', '30559040128_79e04f82bf_c.jpg', '36818246381_61f6c882d5_c.jpg', '14273439233_2e2cd55b4a_c.jpg', '8805395820_9acc1ba738_c.jpg', '3645178048_22f9f30a91_c.jpg', '2062482107_bad5e9024f_c.jpg', '3409468992_deed75bfdd_c.jpg', '25237598307_882394cf84_c.jpg', '24464511336_b1af5743b4_c.jpg']"
stargaze,3.21,middle,"['stargazer', 'star', 'starlight']","['51286296392_fabebc302a_c.jpg', '3865526093_fc2a984c95_c.jpg', '50750727248_23e9cd4a80_c.jpg', '5671586225_1197be967b_c.jpg', '52239649403_fff3fd4028_c.jpg', '15188916669_95e4b9257a_c.jpg', '52702920226_67a2656389_c.jpg', '52239058485_737f41541b_c.jpg', '4934168030_fa4a2b642d_c.jpg', '49469730701_060ce53343_c.jpg', '50615926936_e2c86e1355_c.jpg']"
hell,2.41,middle,"['wreckage', 'serpent', 'shit']","['50013245283_61ae1d8850_c.jpg', '32959450924_9694953b96_c.jpg', '16700525975_7f656d2310_c.jpg', '50378294068_7175b9f2bf_c.jpg', '52265764849_5d6793fb03_c.jpg', '15451441163_23289750c4_c.jpg', '27490343469_78f37bec93_c.jpg', '3759464182_6f2de41faa_c.jpg', '2487231231_2fb6ef9d96_c.jpg']"
peacetime,2.44,middle,"['peace pipe', 'daytime', 'daybreak']","['46797856985_cfe7cd1798_c.jpg', '51234575262_41316d7822_c.jpg', '28951074933_c8be4297ab_c.jpg', '6798552332_4f22b49129_c.jpg', '52259572884_7c46bfa6bd_c.jpg', '16583749906_f75cbe433f_c.jpg', '50512281993_b353930b2f_c.jpg', '16863362754_b2e5211af6_c.jpg', '24205686466_dee56e8ecc_c.jpg', '52381321171_6890750547_c.jpg']"
overstress,2.07,middle,"['overbite', 'overhang', 'undercooked']","['16856385979_3fb5ca02dd_c.jpg', '16422458943_6ea0153300_c.jpg', '18375266_9f74a9ba01_c.jpg', '44523614470_19504797c1_c.jpg', '51728375415_81abeb0180_c.jpg', '51727487691_20c9e9a5c9_c.jpg', '51727736473_30022072ff_c.jpg', '51727487656_f55ebc3c91_c.jpg', '45036316_411ba9a544_c.jpg', '43569163685_585ddb3236_c.jpg', '3247347846_859c5831bd_c.jpg', '8122501144_beff2280f9_c.jpg']"
summertime,2.96,middle,"['summerhouse', 'summer camp', 'sunlit']","['469696820_f622edcbfc_c.jpg', '469696714_883e34ea82_c.jpg', '50226155681_f6dd342aaf_c.jpg', '4639942018_87cf059dd1_c.jpg', '31681447458_2f1e506edd_c.jpg', '19779493693_e37a1bf1ef_c.jpg', '2676166952_653bfdfccd_c.jpg', '2735900497_73e5b406ed_c.jpg', '28144470884_9e0aef7e05_c.jpg', '49970213163_1069bedda7_c.jpg', '20741716413_9259db3db2_c.jpg', '51595460428_ecbe02cff3_c.jpg']"
moratorium,2.12,middle,"['blockade', 'silencer', 'banister']","['27060833704_c5ba062402_c.jpg', '28716276052_dbf70f89c3_c.jpg', '52521604973_9e88197e14_c.jpg', '24191707905_deea1acee1_c.jpg', '4177644618_2a6946d2ec_c.jpg', '3580985650_f051e3aee9_c.jpg', '2401281021_304714f577_c.jpg', '2325176305_683b21c77a_c.jpg', '20774061879_e573ddb3d2_c.jpg', '50298426618_d95cdf6cb8_c.jpg', '15721684571_e23445cce0_c.jpg', '559541866_6e711f68a9_c.jpg']"
cower,2.88,middle,"['cowhide', 'cowcatcher', 'cowhand']","['52773834921_93e0d14aa9_c.jpg', '18338577900_41acc42fc2_c.jpg', '1438218946_e6f7caa1c8_c.jpg', '29177789145_ed8459fa84_c.jpg', '4639483326_1598b96b91_c.jpg', '24718981607_766bc986a6_c.jpg', '20215470728_3f7ecbab7c_c.jpg', '52807725799_0b678a23b1_c.jpg', '2182140980_475a054ec6_c.jpg', '23728418063_10914528d1_c.jpg', '5219596973_2c23526c55_c.jpg']"
agency,3.87,middle,"['federal agency', 'bureau', 'news agency']","['33888984170_7551690f13_c.jpg', '40152414605_b7ef4d954c_c.jpg', '52706775501_8af917c893_c.jpg', '52876107457_896a3b2806_c.jpg', '3057110204_8f462ea2d5_c.jpg', '8500226902_e3d41dac47_c.jpg', '2399520486_49df215575_c.jpg', '3054999615_6db75feafb_c.jpg', '5517453320_747327976e_c.jpg', '49657846907_e83476bbfe_c.jpg', '49810308483_04c627ef8c_c.jpg', '50529250046_c467c3cdae_c.jpg']"
fingerless,3.66,middle,"['gloveless', 'fingertip', 'fingerprint']","['4348142491_a5e245a2c8_c.jpg', '19440469829_1bfc21c2f6_c.jpg', '49180307191_eae41ac53d_c.jpg', '8402816868_62990f947a_c.jpg', '24509371808_879a471ef9_c.jpg', '37667142644_324befdb4e_c.jpg', '37668930774_aee9478786_c.jpg', '37676552164_3c2afd8e40_c.jpg', '2422430207_01b2dcba11_c.jpg', '3270577786_2ef83cf04b_c.jpg', '49627691693_15445c12fa_c.jpg', '6560447037_bbd80f6ca9_c.jpg']"
dame,3.73,middle,"['maiden', 'duchess', 'actress']","['49171915673_c86ba67be4_c.jpg', '5237424027_1dcacbda39_c.jpg', '2851622443_8ccc4ecbc7_c.jpg', '2852457248_58f8ea0049_c.jpg', '6944792683_9f954ddffb_c.jpg', '52067209557_3f6c261a91_c.jpg', '51654462991_dcce4099e6_c.jpg', '51654463426_ba92e7c1d6_c.jpg', '44991863782_0946c96f47_c.jpg', '40396867671_f699da1daf_c.jpg', '17400773044_5fcb2f145a_c.jpg']"
sociopath,2.5,middle,"['psychologist', 'psychotherapist', 'neuropsychologist']","['4332635780_e1a861da02_c.jpg', '3295523358_65a8632934_c.jpg', '27303969971_bcce29a5a6_c.jpg', '50021161028_80edf2581b_c.jpg', '50068383391_375e013cb5_c.jpg', '53088901322_c42573d2f2_c.jpg', '6292476847_64c4ca5817_c.jpg', '28558247933_22b7a85d16_c.jpg']"
peer,3.83,middle,"['pen pal', 'mirror', 'neighbor']","['51833060946_9fe6ab1d40_c.jpg', '52649088104_ea35b42209_c.jpg', '53050355161_44aaeb7b5f_c.jpg', '34356142943_c278493960_c.jpg', '44699258104_c89a8c2ce8_c.jpg', '44699258084_9d4737900f_c.jpg', '52119490994_f9c82d9386_c.jpg', '49797584681_6dccb915aa_c.jpg', '51990837579_7e9f8450a9_c.jpg', '5085598565_113dc9b8b4_c.jpg', '4811535974_fd36ef3bb0_c.jpg']"
outtake,2.74,middle,"['pop out', 'whiteout', 'jukebox']","['49297779786_0f5df35401_c.jpg', '16377312021_ab8fae7474_c.jpg', '25666752396_39370b8d3c_c.jpg', '49390753756_17743dfbb2_c.jpg', '39049110504_ac80572cb5_c.jpg', '52942260969_7a1b2099e0_c.jpg', '28254583159_0782179940_c.jpg', '31602983651_43137dd82b_c.jpg', '52239221017_5bb90efbb9_c.jpg', '14189000447_33eb102214_c.jpg', '53233847978_d3d121e4e2_c.jpg', '4296159733_c553aaab8b_c.jpg']"
docudrama,3.04,middle,"['tv show', 'television show', 'television program']","['51873273949_f67136ff27_c.jpg', '50539125831_7cd6a0a8d7_c.jpg', '52414023393_2ecd6a831a_c.jpg', '15941447825_e5b3334e9c_c.jpg', '48494710952_e591c072ec_c.jpg', '51280343660_5282eed12e_c.jpg', '50499328851_ffdd7f2f6c_c.jpg', '51586000773_1325928a63_c.jpg', '51871809644_ac7bc089ca_c.jpg', '30526820857_cdb30a979b_c.jpg', '50450323091_ae8619b981_c.jpg', '43680633000_b383edbe76_c.jpg']"
viewable,2.81,middle,"['viewfinder', 'viewer', 'windowpane']","['6450216939_a6fe7d798a_c.jpg', '9369527571_0b37887a34_c.jpg', '28848017291_df2c2eb776_c.jpg', '17300302516_f625b5eb6d_c.jpg', '51331699345_1b8656dc17_c.jpg', '43339232782_977f5a6518_c.jpg', '50195789908_60b31d28a9_c.jpg', '3961443453_3c3f401c2e_c.jpg', '25680370656_37bc94ec87_c.jpg', '32436821747_30ed7713e5_c.jpg', '49890760836_1b36f22b3f_c.jpg', '32784931774_7b8864f25d_c.jpg']"
orgasmic,2.7,middle,"['masturbation', 'ejaculation', 'masturbate']","['4331969383_8ac9744a1e_c.jpg', '43012720581_a1ef59f868_c.jpg', '27590172975_e934a8d9a0_c.jpg']"
brief,2.38,middle,"['briefs', 'short list', 'short story']","['52791365667_1d2e5daf14_c.jpg', '32199481067_3110a71209_c.jpg', '52253109704_718d03b674_c.jpg', '52176283797_c51cebdb60_c.jpg', '51940717943_76c525e8bd_c.jpg', '16185954929_7baa66f1d5_c.jpg', '53076758243_9de484636a_c.jpg', '1645102249_70120da071_c.jpg']"
clasher,2.68,middle,"['brawler', 'streaker', 'scratcher']","['52839379095_1ee56f37a9_c.jpg', '9620619736_618b7ef59d_c.jpg', '15769719918_6f2e77ffa8_c.jpg', '15771386707_903393962b_c.jpg', '4470059674_bb30f164c4_c.jpg', '8199479993_d746105671_c.jpg', '360654212_2482a13fff_c.jpg', '8950419879_06a0a19d5d_c.jpg', '8951612572_4dc94d7f16_c.jpg', '8950420497_b7f7701577_c.jpg', '8950419671_24818c645e_c.jpg']"
interlink,3.0,middle,"['intercom', 'hyperlink', 'connector']","['2296368989_577e1f950e_c.jpg', '3291168649_61bf102a1f_c.jpg', '2296369005_e5d583fc9a_c.jpg', '2296369015_bc13612f77_c.jpg', '8141035960_85f8f8e705_c.jpg', '8141010849_0254f10376_c.jpg', '10005972186_a5fff1fc47_c.jpg', '4027381192_271d8d687d_c.jpg', '4641394574_246b696f00_c.jpg', '52835704923_63cba975ee_c.jpg']"
monocle,3.87,middle,"['monogram', 'monorail', 'clavicle']","['44418255090_ef13b843b2_c.jpg', '4570755752_dccf036fb1_c.jpg', '8078980843_b2d50bd4cc_c.jpg', '3287302630_22b86eb56b_c.jpg', '12960026233_7eab747947_c.jpg', '15856645881_1175fe3f51_c.jpg', '25743379781_a6de49f3f9_c.jpg', '4201877806_fc89e6e334_c.jpg', '3224678724_303859defd_c.jpg', '5130284670_5d976592bb_c.jpg', '46758147341_1e3f5e7531_c.jpg']"
decontamination,2.78,middle,"['disinfectant', 'exterminator', 'cleanser']","['9426609669_894e935c28_c.jpg', '52070724804_a935fbfc7e_c.jpg', '4244684874_a75968fa82_c.jpg', '9198377111_f3a00c6503_c.jpg', '9198377503_1f09b6c3cc_c.jpg', '52690250566_fc3b579f48_c.jpg', '50522629041_3bd0e93c02_c.jpg', '45828326784_fe79a2ba1c_c.jpg', '4386913545_df33dd3cb0_c.jpg', '49831835481_fe8dfa359e_c.jpg', '310045218_ae6c6c1e12_c.jpg']"
perpendicularity,2.87,middle,"['straightedge', 'axes', 'dorsal']","['2418960071_c19f2eff34_c.jpg', '3268072019_766c182c10_c.jpg', '770948725_9c8fffb9e9_c.jpg', '11020050816_e9d3898932_c.jpg', '52170378674_9e62f765bc_c.jpg', '2892264697_ea9ed366d8_c.jpg', '51205055877_6d098ed532_c.jpg', '96204013_9ede413c18_c.jpg']"
jawless,2.9,middle,"['toothless', 'eyeless', 'fangless']","['30210764002_2b3d09b273_c.jpg', '53233662261_c32858d736_c.jpg', '3783678923_b860825dac_c.jpg', '49730526281_1d2a5a3bc1_c.jpg', '337759685_b415b39989_c.jpg', '4186600030_15dccd4424_c.jpg', '51949335139_c163071cd0_c.jpg', '30912743651_1413ba8c31_c.jpg', '16087500498_e2b64f5b9b_c.jpg', '2523805607_5d1be842d7_c.jpg']"
